"id","shop_location","shop_name","lon","lat","product","sales_qty","sales_revenue"
477,"Mathare North","Manhuss stores",36.866849,-1.253524,"bobs",5073,760950
478,"Rongai","Creamline Farmers Produce",36.7452,-1.396434,"bobs",4592,688800
479,"Parklands","Hikma Mart & Wholesale",36.827225,-1.258108,"bobs",28,4200
480,"Lucky Summer","Daughters Bookshop",36.896458,-1.241237,"bobs",1749,262350
481,"Riruta Satellite","Naivasha Classic Butchery",36.746174,-1.290849,"bobs",1180,177000
482,"Umoja Innercore and 1","HEZNIC ENTERPRISES LTD TENA",36.885835,-1.291074,"bobs",145,21750
483,"Kibera","Agape shop",36.801002,-1.315423,"bobs",8993,1348950
484,"Zimmerman","Wa Saimo Shop",36.898712,-1.205465,"bobs",3094,464100
485,"Kasarani","Mwapa Shop",36.903628,-1.215243,"bobs",5743,861450
486,"Kikuyu","Islands shop Kikuyu",36.663118,-1.248537,"bobs",3322,498300
487,"Ngara","Memos V Wholesale & Retail Shop",36.835274,-1.270732,"bobs",9069,1360350
488,"Githurai 44","Stedo Supermarket",36.90046,-1.20114,"bobs",6115,917250
489,"Ngong","Matasia Mpesa shop",36.683147,-1.392127,"bobs",178,26700
490,"Kibera","Makina Dailies",36.782999,-1.3077,"bobs",9597,1439550
491,"Lucky Summer","Kibsy traders",36.890835,-1.242303,"bobs",2186,327900
492,"Imara Daima","JOSPI CHEMIST",36.881643,-1.324636,"bobs",3567,535050
493,"Rongai","Joyous shop",36.763134,-1.389002,"bobs",9453,1417950
494,"Limuru","Equator Gen Shop",36.64149,-1.107307,"bobs",5563,834450
495,"Ngummo","One Stop Jusaka Enterprises",36.799693,-1.310799,"bobs",8244,1236600
496,"Buruburu","NJEGATU VENTURES",36.879976,-1.294034,"bobs",8817,1322550
497,"Rongai","Jirani Super Stores",36.773496,-1.391191,"bobs",9287,1393050
498,"Ruaraka/Baba Dogo","Ebenezer shop",36.88915,-1.244373,"bobs",3705,555750
499,"Chokaa","Green Grocer And Shop",36.95296,-1.251974,"bobs",1551,232650
500,"Mowlem-Dandora","Isha hardware",36.895203,-1.26378,"bobs",3151,472650
501,"Ruai","Miwa Tatu Shop 1",37.06544,-1.281675,"bobs",9847,1477050
1,"Mlolongo","MG 4 phase 3 dreamland",36.951,-1.39264,"widgets",2578,773400
2,"Umoja 2 and 3","Green Grocer Shop",36.901442,-1.282295,"widgets",750,225000
3,"Shauri Moyo","RAMANI SHOP 7068",36.849308,-1.296621,"widgets",7361,2208300
4,"Buruburu","DAUDI'S ENTERPRISES",36.875517,-1.276471,"widgets",3466,1039800
5,"Kangemi","Seraben supermarket-EA",36.748763,-1.266479,"widgets",7218,2165400
6,"Kayole","Eagle Services",36.912029,-1.276038,"widgets",3865,1159500
7,"Pipeline","Lucyron Mini Mart",36.889934,-1.315296,"widgets",406,121800
8,"Kahawa West","Premier Mart",36.904865,-1.18208,"widgets",8053,2415900
9,"Githurai 44","Danhu Enterprices",36.900807,-1.200401,"widgets",7039,2111700
10,"Kahawa","Jacaranda supermarket",36.895555,-1.189018,"widgets",8597,2579100
11,"Thika","Chap Chap Mini Mart",37.06787,-1.03815,"widgets",5636,1690800
12,"Mukuru kwa Njenga","Muhindi Mweusi Supermarket-Mukuru kwa Njenga",36.887765,-1.319547,"widgets",7277,2183100
13,"Thika","Summer Poshomill",37.103723,-1.054361,"widgets",6793,2037900
14,"Lucky Summer","Nirova Investments",36.903541,-1.237947,"widgets",6648,1994400
15,"Kariobangi South","Phoenix Entertainment",36.884892,-1.270499,"widgets",2798,839400
16,"Githurai 45","Unique JB Shop",36.915989,-1.20672,"widgets",5057,1517100
17,"Waithaka","Joskam",36.719967,-1.281038,"widgets",1894,568200
18,"Kayole","Step one shop",36.912136,-1.286572,"widgets",5028,1508400
19,"Githurai 45","Bidii Enterprises",36.93822,-1.21397,"widgets",5173,1551900
20,"Lucky Summer","Neema cereals B. Dogo",36.8834,-1.24,"widgets",5185,1555500
21,"Mwiki","Nyambo Dairy Mwiki",36.929465,-1.238338,"widgets",2508,752400
22,"Dandora Phase 2","Wachege Shop",36.896489,-1.254767,"widgets",416,124800
23,"Mwiki","Raha General Shop",36.925549,-1.229502,"widgets",9899,2969700
24,"Maringo","DREAM PUB BUTCHERY",36.8548,-1.2944,"widgets",7440,2232000
25,"Kayole","Palace food merchants",36.916907,-1.271715,"widgets",6095,1828500
26,"Kayole","Muhindi Mweusi Supermarket (Kayole)",36.914878,-1.281217,"widgets",6288,1886400
27,"Mowlem-Dandora","Miwa tatu merchants",36.902138,-1.265242,"widgets",2221,666300
28,"Huruma","REE SCENTS BEAUTY SHOP",36.869037,-1.259632,"widgets",933,279900
29,"Kitengela","Ngwata Shop",36.957298,-1.471206,"widgets",343,102900
30,"Ndumbuini","Mama brian salon",36.722968,-1.255564,"widgets",9722,2916600
31,"Mlolongo","MG SHOP 5 MG ELECTRONICS & GAS",36.948353,-1.389159,"widgets",9065,2719500
32,"Ruai","Mashtech gas department",36.996761,-1.271607,"widgets",4547,1364100
33,"Mathare slum","Baba Jack",36.86033,-1.261237,"widgets",3631,1089300
34,"Mwiki","Pasals boutique",36.930245,-1.237488,"widgets",5099,1529700
35,"Mathare North","Digital Wave Solutions",36.867535,-1.252948,"widgets",144,43200
36,"Ruiru","Ebenezer shop (Ruiru Kihunguro)",36.961689,-1.159814,"widgets",7896,2368800
37,"Syokimau","Mambo Jambo (Syokimau)",36.941266,-1.367928,"widgets",3219,965700
38,"Kariobangi South","Chetu Chema Enterprise",36.884485,-1.266378,"widgets",7858,2357400
39,"Kangemi","Express Supermarket (Waruku)",36.75418,-1.26853,"widgets",2039,611700
40,"Umoja Innercore and 1","Mambi Glassmart`",36.886585,-1.280421,"widgets",6419,1925700
41,"Ruai","Reliance energy mutalia",37.1121,-1.2739,"widgets",6895,2068500
42,"Umoja Innercore and 1","Igwe enterprise Umoja",36.882978,-1.280071,"widgets",2617,785100
43,"Mwiki","Down Town Shop",36.918968,-1.233626,"widgets",7915,2374500
44,"Umoja 2 and 3","One Stop General Shop (Umoja 2 and 3)",36.896536,-1.267108,"widgets",8514,2554200
45,"Uthiru","Elex services shop",36.710997,-1.258915,"widgets",3138,941400
46,"Kaloleni","SESSIA CEREALS SHOP",36.870171,-1.294508,"widgets",265,79500
47,"Kawangware","Diznay stores kawangware",36.750438,-1.28859,"widgets",286,85800
48,"Mwiki","Japata kerosene pump",36.933862,-1.233483,"widgets",443,132900
49,"Umoja 2 and 3","Danisora Investment Ltd (Umoja 2 and 3)",36.899265,-1.285142,"widgets",6769,2030700
50,"Athi River","Bliss Uniform Centre (Athi River)",36.9741,-1.45724,"widgets",9367,2810100
51,"Kayole","Sauti (A) Shop",36.919334,-1.268229,"widgets",9777,2933100
52,"Ngummo","Lucky Prince",36.799686,-1.311282,"widgets",7516,2254800
53,"Umoja 2 and 3","Super bargain shop Umoja",36.893576,-1.276069,"widgets",1153,345900
54,"Ruai","Jerry cereals shop",36.98864,-1.298765,"widgets",322,96600
55,"Mlolongo","Hesbonellar shop 2",36.943483,-1.390425,"widgets",9829,2948700
56,"Ngong","Jetmark Traders embulbul",36.67436,-1.333753,"widgets",8382,2514600
57,"Dandora Phase 4 & 5","Mandelas Price",36.905031,-1.242604,"widgets",4848,1454400
58,"Syokimau","Fm Technical shop",36.946378,-1.364303,"widgets",4722,1416600
59,"Dandora Phase 3","Kairu's Shopping Complex",36.904,-1.2503,"widgets",2368,710400
60,"Rongai","Church of the Nazarene Kware",36.748792,-1.391728,"widgets",2608,782400
61,"Mwiki","Special Gas",36.919849,-1.231961,"widgets",8219,2465700
62,"Thika","TODAY MINI SHOP",37.09698,-1.07252,"widgets",6676,2002800
63,"Kayole","CHRIS MALI MALI SHOP",36.91257,-1.285587,"widgets",7083,2124900
64,"Kasarani","By Grace General Shop - Kasarani",36.898699,-1.218336,"widgets",9507,2852100
65,"Mlolongo","KIKA INVESTMENT",36.94369,-1.386883,"widgets",8448,2534400
66,"Githurai 45","Perfect gas suppliers",36.916722,-1.20781,"widgets",2493,747900
67,"Kibera","Uchumi Ndogo Shop",36.793135,-1.31547,"widgets",8215,2464500
68,"Umoja 2 and 3","Kingsmatt Milk ATM-EA",36.89822,-1.27905,"widgets",3740,1122000
69,"Kayole","By Grace Derek shop",36.92386,-1.264017,"widgets",4847,1454100
70,"Mathare North","Slopes General Hardware",36.871475,-1.248993,"widgets",3514,1054200
71,"Kahawa West","Dan Rose KM",36.929438,-1.173808,"widgets",7993,2397900
72,"Obama","Genesis Enterprises",36.92449,-1.25633,"widgets",1424,427200
73,"Thika","DELIGHT BEAUTY SHOP",37.11212,-1.05677,"widgets",7742,2322600
74,"Umoja 2 and 3","Apple Gas Point",36.895805,-1.262469,"widgets",4042,1212600
75,"Kitengela","Ben Ben boutique",36.954459,-1.481914,"widgets",5147,1544100
76,"Ruaka/Denderu","Titans Complex",36.78516,-1.20707,"widgets",1014,304200
77,"Embakasi (Fedha, Nyayo,Tasia)","Mama Favour shop",36.902982,-1.304446,"widgets",2458,737400
78,"Athi River","Menengai Stores",36.97421,-1.457337,"widgets",9108,2732400
79,"Mowlem-Dandora","Russian enterprises",36.909583,-1.25837,"widgets",5932,1779600
80,"Zimmerman","Pegjam Enterprise",36.895159,-1.21041,"widgets",6766,2029800
81,"Mathare North","Gatitu general",36.867776,-1.255071,"widgets",3008,902400
82,"Juja","Favoured mini mart ( k road)",37.003833,-1.121352,"widgets",3074,922200
83,"Kaloleni","NYANGE STORES",36.860476,-1.298502,"widgets",5138,1541400
84,"Thika","Hope Mini Market",37.055877,-1.067204,"widgets",4295,1288500
85,"Kibera","S.M GENERAL SHOP",36.792379,-1.312069,"widgets",1449,434700
86,"Huruma","Amazing Grace Kerosene Pump",36.877813,-1.258908,"widgets",6474,1942200
87,"Dandora Phase 3","Smart Gas",36.906571,-1.249777,"widgets",5523,1656900
88,"Umoja Innercore and 1","R and K",36.890947,-1.286785,"widgets",7111,2133300
89,"Donholm","One stop butchery",36.889565,-1.292636,"widgets",9233,2769900
90,"Embakasi (Fedha, Nyayo,Tasia)","Fei Shop At Mradi Slum",36.907776,-1.31566,"widgets",3341,1002300
91,"Embakasi (Fedha, Nyayo,Tasia)","Robetec General shop",36.90169,-1.31561,"widgets",4625,1387500
92,"Embakasi (Fedha, Nyayo,Tasia)","Shop 360",36.911528,-1.308093,"widgets",3939,1181700
93,"Githurai 45","Mt Kenya Shop(Githurai 45)",36.922537,-1.215014,"widgets",6240,1872000
94,"Lucky Summer","Nevillos Investment",36.9012,-1.238628,"widgets",8041,2412300
95,"Kinoo","Supreme Supermarket",36.702679,-1.257242,"widgets",6790,2037000
96,"Thika","Testimony Shop",37.077826,-1.054281,"widgets",3639,1091700
97,"Mlolongo","Walk and shop supermarket",36.939646,-1.395405,"widgets",3664,1099200
98,"Kibera Ayany","Kibera 42",36.77358,-1.309406,"widgets",3333,999900
99,"Ngando","Pedimart Supermarket & Supplies Ltd",36.73861,-1.30664,"widgets",8894,2668200
100,"Eastleigh","Al Nasri Shop",36.852789,-1.286328,"widgets",4358,1307400
101,"Kahawa West","Avenue Shop-EA",36.902049,-1.186182,"widgets",4431,1329300
102,"Umoja 2 and 3","Kaingoni Traders",36.894723,-1.26501,"widgets",8859,2657700
103,"Kitengela","DM gas and Mpesa",36.966553,-1.481087,"widgets",5523,1656900
104,"Waithaka","Mashi minimart",36.724876,-1.29014,"widgets",7596,2278800
105,"Kawangware","Shawnlink Enterprises - Methonge",36.742402,-1.284197,"widgets",8579,2573700
106,"Maringo","Hurricane Garments",36.861423,-1.293188,"widgets",2800,840000
107,"Embakasi (Fedha, Nyayo,Tasia)","Bahamas (C) Electronics",36.898,-1.319459,"widgets",1795,538500
108,"Mwiki","Edibiqs Mini Mart",36.923695,-1.228553,"widgets",3611,1083300
109,"Kayole","Eighty eight auto pcea",36.913473,-1.270776,"widgets",2800,840000
110,"Dandora Phase 4 & 5","Tula cyber",36.9039,-1.2439,"widgets",679,203700
111,"Ngando","Kizingo Shop (Jamhuri)",36.739172,-1.302147,"widgets",7471,2241300
112,"Dandora Phase 1","INTERNATIONAL YOUNG TAILORS",36.892913,-1.255677,"widgets",4637,1391100
113,"Lucky Summer","Spot on play ground",36.898572,-1.239385,"widgets",8595,2578500
114,"Athi River","STAR LIGHT",36.9728,-1.4546,"widgets",3816,1144800
115,"Kikuyu","Bobs Bistro kwambira",36.651389,-1.217629,"widgets",7462,2238600
116,"Rongai","Digital makaa",36.7571,-1.3977,"widgets",1299,389700
117,"Jerusalem Jericho","GATHAMBIA SHOP",36.87055,-1.28597,"widgets",3427,1028100
118,"Mlango Kubwa","Open blessings holdings",36.851197,-1.265445,"widgets",8710,2613000
119,"Kayole","Perfect mission investment",36.911102,-1.280288,"widgets",6692,2007600
120,"Kariobangi North","Jegla Gas",36.8805,-1.2607,"widgets",639,191700
121,"Thika","Brians General Shop",37.052557,-1.073286,"widgets",9612,2883600
122,"Mukuru kwa Njenga","NJOWAS TRADERS",36.8851,-1.3192,"widgets",9178,2753400
123,"Mlolongo","MG shop 3",36.944664,-1.400473,"widgets",7464,2239200
124,"Kahawa","Favoured Shop",36.925934,-1.198976,"widgets",9849,2954700
125,"Waithaka","Quick fix",36.723562,-1.289973,"widgets",3229,968700
126,"Githurai 45","Magic Furnisher",36.936827,-1.208836,"widgets",7778,2333400
127,"Kahawa West","BEAUTIFLOW LTD",36.907463,-1.181664,"widgets",5710,1713000
128,"Pipeline","Muhindi Mweusi Supermarket Transami",36.896942,-1.324597,"widgets",5367,1610100
129,"Kawangware","Kimsmart Supermarket",36.753427,-1.286466,"widgets",5240,1572000
130,"Kariobangi North","Star Fashion",36.883486,-1.252726,"widgets",1839,551700
131,"Pipeline","Sirdawa Investment",36.889422,-1.311937,"widgets",458,137400
132,"Limuru","Jamwa Supermarket",36.666923,-1.149155,"widgets",9510,2853000
133,"Kibera","Western general shop",36.796079,-1.314581,"widgets",4724,1417200
134,"Mwihoko","Timko Agency 2",36.961505,-1.206047,"widgets",8611,2583300
135,"Githurai 45","God's favour shop (45)",36.92238,-1.213022,"widgets",2825,847500
136,"Kahawa West","Lillies Supermarket",36.906785,-1.18638,"widgets",7883,2364900
137,"Umoja Innercore and 1","Mama Betty mini shop",36.894299,-1.281967,"widgets",6477,1943100
138,"South C","Villes food limited.",36.827877,-1.31356,"widgets",7866,2359800
139,"Pipeline","Bluestart Glassmart And General Merchants",36.897348,-1.319298,"widgets",7355,2206500
140,"Kibera","Double K Beuty Shop",36.79769,-1.312348,"widgets",9809,2942700
141,"Thika","Kikwetu Mini Matt And Dairy",37.080131,-1.036283,"widgets",1934,580200
142,"Mathare slum","Highway store",36.863018,-1.262419,"widgets",2334,700200
143,"Ruiru","Dobren Enterprises",36.958298,-1.157397,"widgets",3991,1197300
144,"Mwiki","Johntex electronics",36.934691,-1.234749,"widgets",7708,2312400
145,"Lucky Summer","Rk Investment",36.889565,-1.244379,"widgets",5660,1698000
146,"Lucky Summer","Spot on mainstage",36.8975,-1.2398,"widgets",3641,1092300
147,"Pipeline","General Citizen Supermarket",36.895861,-1.318289,"widgets",6249,1874700
148,"Gatina","Mwireri Shop",36.75152,-1.28001,"widgets",2223,666900
149,"Buruburu","The Care Beauty Salon",36.87418,-1.279283,"widgets",4370,1311000
150,"CBD","Muthurwa Nine Investments",36.8343,-1.2879,"widgets",4212,1263600
151,"Marurui","Agash Investment Ltd",36.8885,-1.200013,"widgets",1520,456000
152,"Kahawa West","LAQUINTA SUPERMARKET (KM)",36.930603,-1.17459,"widgets",9182,2754600
153,"Huruma","Limbo ChapChap Store",36.87626,-1.255687,"widgets",4285,1285500
154,"Kariobangi South","KASA GAS SUPPLY",36.885263,-1.267297,"widgets",4936,1480800
155,"Thika","Everest enterprise makongeni",37.11396,-1.05793,"widgets",6917,2075100
156,"Mwiki","Kena enterprises",36.9309,-1.2368,"widgets",4566,1369800
157,"Dandora Phase 4 & 5","Grahons Enterprise",36.913562,-1.241973,"widgets",2574,772200
158,"Dandora Phase 1","Kuku shop",36.89282,-1.255243,"widgets",824,247200
159,"Shauri Moyo","THE PLACE TO BE",36.847364,-1.28873,"widgets",5598,1679400
160,"Kitengela","Bethel Shop",36.953545,-1.475323,"widgets",2467,740100
161,"Kayole","Carfex general store",36.910978,-1.287483,"widgets",8354,2506200
162,"Kibera Ayany","Graceline adventures",36.777108,-1.311783,"widgets",2244,673200
163,"Imara Daima","Blessed cereals shop",36.890937,-1.326212,"widgets",569,170700
164,"Mathare North","Junja traders",36.874215,-1.25082,"widgets",3484,1045200
165,"Waithaka","Maxim Enterprises",36.728027,-1.279152,"widgets",9634,2890200
166,"Eastleigh","Utukufu Butchery",36.850742,-1.282451,"widgets",4283,1284900
167,"Umoja 2 and 3","Edlink agencies",36.893516,-1.272407,"widgets",7149,2144700
168,"Mwiki","Jirehmart",36.922333,-1.227206,"widgets",564,169200
169,"Umoja 2 and 3","GENESSIS ATM MILK",36.893471,-1.268624,"widgets",3797,1139100
170,"Gachie","Kings Gas",36.778441,-1.220172,"widgets",1865,559500
171,"Rongai","Nel shop",36.720999,-1.373498,"widgets",9675,2902500
172,"Ruaraka/Baba Dogo","Oasis Minimart",36.885662,-1.24813,"widgets",8327,2498100
173,"Buruburu","EPIC ENERGY EFFICIENT TECHNOLOGIES LTD",36.881417,-1.287633,"widgets",8396,2518800
174,"Kariobangi North","Karia Supermarket 6",36.884,-1.2632,"widgets",4974,1492200
175,"Mathare slum","PAMOJA EXPRESS SUPERMARKET",36.86459,-1.25998,"widgets",7448,2234400
176,"Huruma","Irene Muthoni Njuguna shop",36.875125,-1.260785,"widgets",1538,461400
177,"Kahawa West","Elidah Supermarket",36.906147,-1.184312,"widgets",6473,1941900
178,"Thika","Le Patron Thika",37.0789,-1.0384,"widgets",2893,867900
179,"Huruma","Milestone Technology Ltd",36.869873,-1.257232,"widgets",6860,2058000
180,"Kaloleni","SHASHE ENTERPRISES",36.858583,-1.296482,"widgets",3147,944100
181,"Kikuyu","Boutique kikuyu",36.664455,-1.245543,"widgets",526,157800
182,"Kayole","Smart Gas Supply",36.914743,-1.280473,"widgets",7913,2373900
183,"Kawangware","Solomon's Shop",36.744355,-1.285308,"widgets",4887,1466100
184,"Huruma","GOD IS GOOD BUSINESS CENTER",36.87624,-1.25441,"widgets",6501,1950300
185,"Eastleigh","Fixmatt Supermarket Pumwani California",36.847004,-1.282601,"widgets",784,235200
186,"Kitengela","Mt kenya shop kitengela",36.956175,-1.472097,"widgets",2060,618000
187,"Kasarani","El- Betel General Shop",36.909168,-1.219623,"widgets",8306,2491800
188,"Buruburu","KAWASANG GAS RETAILER",36.8804,-1.2839,"widgets",9618,2885400
189,"Mathare North","Dc Wines And Spirit",36.872799,-1.247656,"widgets",9265,2779500
190,"Mathare North","Genuine Gas",36.872687,-1.248028,"widgets",8167,2450100
191,"Buruburu","Hillocks Shop Harambee",36.87502,-1.284686,"widgets",8931,2679300
192,"Nairobi West","Wild style shop",36.820275,-1.307627,"widgets",5541,1662300
193,"Kiambu Township","Shegeh Distributors",36.840847,-1.17026,"widgets",2536,760800
194,"Athi River","TWINE SHOP",36.979389,-1.448687,"widgets",9172,2751600
195,"Juja","Kamaham Traders (Juja)",36.999372,-1.081783,"widgets",9685,2905500
196,"Embakasi (Fedha, Nyayo,Tasia)","Seven Up",36.895861,-1.307285,"widgets",5354,1606200
197,"Riruta Satellite","Kizingo Cyber Satellite",36.735249,-1.292524,"widgets",6140,1842000
198,"Kibera","Human Needs Project (Kibera)",36.781443,-1.314061,"widgets",3628,1088400
199,"Kitengela","Best home store",36.959295,-1.478168,"widgets",3987,1196100
200,"Ruai","Safeway's Electronics",36.972566,-1.290314,"widgets",2548,764400
201,"Ruai","RSL supermarket",36.97236,-1.288129,"widgets",2470,741000
202,"Thika","Murime Enterprises",37.075002,-1.048719,"widgets",9925,2977500
203,"Kiambiu","Kamax Enterprises",36.866121,-1.28104,"widgets",7660,2298000
204,"Kawangware","Fraemy Supermarket",36.75179,-1.28085,"widgets",2054,616200
205,"Huruma","Jose shop",36.872229,-1.257872,"widgets",6219,1865700
206,"Nairobi West","Nairobi West gas",36.822751,-1.307331,"widgets",2857,857100
207,"Kibera","Ogare Success",36.777378,-1.313229,"widgets",236,70800
208,"Ngara","African General Store",36.829803,-1.278025,"widgets",6068,1820400
209,"Kayole","Afro lights electricals and hardware",36.911718,-1.276483,"widgets",3285,985500
210,"Langata","Mambo Jambo Mini Mart",36.779191,-1.323359,"widgets",310,93000
211,"Ruai","Agape gas center",36.95885,-1.280463,"widgets",9181,2754300
212,"Ngando","Wambati Mini Market",36.744403,-1.302224,"widgets",1557,467100
213,"Waithaka","Simran Investment",36.720762,-1.285075,"widgets",3039,911700
214,"Kitengela","Gichuki electronics",36.959882,-1.474392,"widgets",3814,1144200
215,"Kayole","Gas point patanisho",36.911415,-1.27352,"widgets",1951,585300
216,"Chokaa","Muhindi mweusi supermarket Chokaa",36.951565,-1.249931,"widgets",5709,1712700
217,"Thika","ANDAY GAS SUPPLIERS MALABA",37.075179,-1.092763,"widgets",2018,605400
218,"Thika","Duka la vyoo (kisii)",37.125338,-1.069117,"widgets",3971,1191300
219,"Dandora Phase 4 & 5","Chwele Shop",36.91079,-1.243846,"widgets",3902,1170600
220,"Waithaka","Camnice Beauty Shop",36.726907,-1.294156,"widgets",3199,959700
221,"Ruiru","King'swill Trading",36.929214,-1.152419,"widgets",7839,2351700
222,"Ruiru","Naina investments",36.94588,-1.150871,"widgets",8782,2634600
223,"Shauri Moyo","Blessed General Shop (Shauri Moyo)",36.844063,-1.28968,"widgets",5689,1706700
224,"Kangemi","Kristech enterprises",36.747577,-1.266293,"widgets",9481,2844300
225,"Kariobangi South","Eastlands Energy Center",36.887307,-1.26248,"widgets",1138,341400
226,"Limuru","Njogu's Shop",36.64238,-1.11119,"widgets",5135,1540500
227,"Ruiru","Kagz shop",36.954188,-1.163578,"widgets",4541,1362300
228,"Umoja Innercore and 1","General shop Umoja",36.896666,-1.284839,"widgets",8633,2589900
229,"Nairobi West","Mumias Gas",36.819121,-1.307093,"widgets",8466,2539800
230,"Kibera","Frida's shop",36.77282,-1.308015,"widgets",1403,420900
231,"Kayole","Meatland Butchery",36.908503,-1.279651,"widgets",8358,2507400
232,"Ruaka/Denderu","Nandis fashions",36.755853,-1.174637,"widgets",1324,397200
233,"Kayole","Denzel Communications",36.916437,-1.266498,"widgets",5997,1799100
234,"Kariokor","Mukurwei-ini general shop",36.833656,-1.279981,"widgets",5103,1530900
235,"Thika","Ree Supermarket",37.095347,-1.072549,"widgets",3998,1199400
236,"Donholm","The morgans",36.905613,-1.287104,"widgets",3789,1136700
237,"Huruma","GLAMOROUS SHOP",36.873723,-1.256937,"widgets",5556,1666800
238,"Ngong","Leyfin's crunchy cafe",36.6602,-1.3496,"widgets",4922,1476600
239,"Dandora Phase 4 & 5","Glory Agency",36.901553,-1.249758,"widgets",8583,2574900
240,"Pipeline","General citizen mini market",36.894464,-1.319343,"widgets",8176,2452800
241,"Jerusalem Jericho","Mercyjoh Shop",36.867088,-1.285917,"widgets",2042,612600
242,"Dagoretti Corner","Four Mart Supermarket",36.757908,-1.298984,"widgets",3183,954900
243,"Imara Daima","Wamwea Enterprises",36.885564,-1.323086,"widgets",4830,1449000
244,"Uthiru","Genesis Gas Supplies (Uthiru)",36.718094,-1.262259,"widgets",6265,1879500
245,"Pangani","Maskumatt Supermarket",36.839404,-1.267684,"widgets",5197,1559100
246,"Ruai","CEREALS & GENERAL SHOP",36.959689,-1.279939,"widgets",9467,2840100
247,"Dandora Phase 4 & 5","Mecks Designers",36.905082,-1.242432,"widgets",1988,596400
248,"Obama","Soko Huru saika",36.9155,-1.2532,"widgets",4852,1455600
249,"Githurai 45","Samtime Enterprise",36.916947,-1.208568,"widgets",7869,2360700
250,"Kibera","Beauty cosmetic katwekera shop",36.783021,-1.314512,"widgets",2751,825300
251,"Roysambu/Mirema","Mirema Mini Mart",36.88759,-1.21124,"widgets",1898,569400
252,"Kiambu Township","Kamukunji ndogo ndumberi",36.80509,-1.152071,"widgets",4884,1465200
253,"Kiambu Township","G-unit super store",36.841618,-1.172933,"widgets",3076,922800
254,"Waithaka","Shawnlink Enterprises",36.723937,-1.282357,"widgets",8733,2619900
255,"Pipeline","Mutifudz Grain Limited (Pipeline)",36.89484,-1.32215,"widgets",5540,1662000
256,"Dandora Phase 4 & 5","Tragbo agencies mowlem",36.907156,-1.257765,"widgets",747,224100
257,"Mathare North","Chamka enterprise",36.870745,-1.253079,"widgets",9830,2949000
258,"Kayole","Safe Energy",36.918653,-1.274675,"widgets",8842,2652600
259,"Dandora Phase 4 & 5","Jummos shop",36.909601,-1.244575,"widgets",4010,1203000
260,"Ruai","Jossy Mini Matt",36.987655,-1.284383,"widgets",2004,601200
261,"Mwiki","Wamsoo shop",36.92111,-1.23714,"widgets",37,11100
262,"Githurai 44","Precicot Limited",36.90318,-1.202168,"widgets",2955,886500
263,"Kibera","New kibstan w/salers",36.785435,-1.308553,"widgets",6707,2012100
264,"Athi River","Blessed Gas Centre (Athi River)",36.97751,-1.445829,"widgets",8167,2450100
265,"Eastleigh","Shell Bidii-EA",36.848602,-1.279231,"widgets",1001,300300
266,"Kayole","Kayole Super Duka",36.915335,-1.27713,"widgets",3510,1053000
267,"Thika","LEVAPTRUZY HARDWARE",37.0584,-1.0417,"widgets",4214,1264200
268,"Kayole","Fastnet cyber",36.910146,-1.275927,"widgets",9645,2893500
269,"Dandora Phase 1","Rehoboth Shop",36.894304,-1.260006,"widgets",6488,1946400
270,"Ruiru","Members shop",36.964638,-1.127753,"widgets",9400,2820000
271,"Gatina","Fair price cereals (gatina)",36.758817,-1.274562,"widgets",6804,2041200
272,"Dandora Phase 4 & 5","Neema Cereals and Shop",36.907641,-1.242938,"widgets",3791,1137300
273,"Pangani","Dimension investment",36.838569,-1.267324,"widgets",6798,2039400
274,"Roysambu/Mirema","Six Point One Mart",36.887691,-1.216092,"widgets",4197,1259100
275,"Pangani","Fresh juices and vegetables store(pangani)",36.839609,-1.270314,"widgets",4795,1438500
276,"Dandora Phase 4 & 5","Novitech Shop",36.9031,-1.2457,"widgets",8969,2690700
277,"Eastleigh","Blessed Emelda Enterprises",36.851824,-1.267326,"widgets",1779,533700
278,"Mlolongo","MG GAS AND ELECTRONICS",36.942436,-1.391338,"widgets",9021,2706300
279,"Umoja Innercore and 1","Annma Cyber",36.88637,-1.292697,"widgets",1693,507900
280,"Ruaka/Denderu","Shosh general shop",36.760623,-1.178505,"widgets",2801,840300
281,"Mwiki","Jadmas home decor",36.919232,-1.235815,"widgets",6555,1966500
282,"Imara Daima","Angaza Energy",36.885395,-1.323494,"widgets",1422,426600
283,"Waithaka","Sauti fresh(Riruta)",36.727135,-1.283665,"widgets",3314,994200
284,"Kariobangi North","Silvapack investment",36.881449,-1.25822,"widgets",5315,1594500
285,"Ruiru","Maina Gas",36.945948,-1.154285,"widgets",7969,2390700
286,"Eastleigh Section 3","Bancy general supplies",36.852554,-1.287239,"widgets",1815,544500
287,"Juja","Truthtech Kinyozi",37.021877,-1.090692,"widgets",4930,1479000
288,"Ruaraka/Baba Dogo","Mikey Shop",36.883533,-1.247185,"widgets",8621,2586300
289,"Mathare North","Joy Gas (Mathare North)",36.863132,-1.25431,"widgets",8575,2572500
290,"Ruai","Tripple J",36.99735,-1.270865,"widgets",1501,450300
291,"Githurai 44","A.K Gas Dealers",36.913498,-1.202133,"widgets",2085,625500
292,"Juja","Stemuck Enterprises",37.01159,-1.121403,"widgets",1364,409200
293,"Kibera","Kakije Posho Mill",36.7815,-1.3088,"widgets",18,5400
294,"Dandora Phase 1","Innocent Shop",36.891345,-1.256646,"widgets",445,133500
